title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year
Maze Runner: The Scorch Trials,False,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",en,66.916,131,6.7,9854,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario', 'Thomas Brodie-Sangster']",['Wes Ball'],"['based on novel or book', 'escape', 'resistance', 'dystopia', 'maze', 'post-apocalyptic future', 'infection', 'on the run', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'city ruin', 'immunity', 'based on young adult novel']",2015
The Immortal Wars: Rebirth,False,['Science Fiction'],en,66.906,84,5.5,3,"['Corey Taylor', 'Destiny Salas', 'Lindsey Cruz', 'Steve Delgado']",['Joe Lujan'],[],2021
Heroic,False,"['Drama', 'Thriller']",es,66.865,88,7.427,124,"['Santiago Sandoval', 'Fernando Cuautle', 'Mónica del Carmen', 'Esteban Caicedo']",['David Zonana'],"['mexico city, mexico', 'new mexican cinema', 'social thriller', 'méxico', 'cine mexicano', 'militar training', 'militar', 'drama']",2023
Jurassic World: Fallen Kingdom,False,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,66.713,129,6.549,11270,"['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Justice Smith']",['J. A. Bayona'],"['tyrannosaurus rex', 'volcano', 'rescue mission', 'sequel', 'wild animal', 'prehistoric creature', 'dinosaur', 'genetic engineering', 'aftercreditsstinger', 'monster island']",2018
Teenage Mutant Ninja Turtles,False,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",en,66.637,101,5.906,6506,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Danny Woodburn']",['Jonathan Liebesman'],"['new york city', 'van', 'martial arts', 'hero', 'experiment', 'mutation', 'superhero', 'turtle', 'based on comic', 'ninja', 'vigilante', 'terrorism', 'sewer', 'reboot', 'teenage mutant ninja turtles']",2014
Plane,False,['Action'],en,66.572,107,7.0,1969,"['Gerard Butler', 'Mike Colter', 'Tony Goldwyn', 'Yoson An']",['Jean-François Richet'],"['airplane', 'pilot', 'philippines', 'held hostage', 'plane crash']",2023
Dawn of the Planet of the Apes,False,"['Science Fiction', 'Action', 'Drama', 'Thriller']",en,66.53,130,7.31,10559,"['Andy Serkis', 'Jason Clarke', 'Toby Kebbell', 'Gary Oldman']",['Matt Reeves'],"['dystopia', 'post-apocalyptic future', 'animal attack', 'leader', 'colony', 'forest', 'sequel', 'woods', 'ape', 'scientist', 'monkey', 'medical research', 'plague', '2030s']",2014
Agent Jade Black,False,['Action'],en,66.509,101,2.0,4,"['Connie Franklin', 'Katie Burgess', 'Sidney Flack', 'Luke Wyckoff']",['Terry Spears'],[],2020
Predator,False,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,66.476,107,7.515,7520,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Jesse Ventura']",['John McTiernan'],"['guerrilla warfare', 'central and south america', 'predator', 'trap', 'alien', 'survival', 'stalking', 'creature', 'alien invasion', 'invisible', 'commando', 'violence']",1987
Bridge to Terabithia,False,"['Adventure', 'Drama', 'Family']",en,66.316,96,7.298,4471,"['Josh Hutcherson', 'AnnaSophia Robb', 'Zooey Deschanel', 'Robert Patrick']",['Gábor Csupó'],"['friendship', 'sibling relationship', 'bullying', 'neighbor', 'school', 'drawing', ""based on children's book"", 'school bus', 'creek', 'clubhouse', 'reality vs fantasy', 'outsider', 'fantasy world', 'overflowing with imagination']",2007
Everything Everywhere All at Once,False,"['Action', 'Adventure', 'Science Fiction']",en,66.221,140,7.808,5694,"['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong']",['Daniel Scheinert'],"['mother', 'martial arts', 'kung fu', 'philosophy', 'generations conflict', 'chinese woman', 'laundromat', 'chinese', 'east asian lead', 'family', 'hot dog', 'asian woman', 'chinese immigrant', 'mother daughter relationship', 'asian american', 'intergenerational trauma', 'internal revenue service']",2022
Ice Age: The Meltdown,False,"['Animation', 'Family', 'Comedy', 'Adventure']",en,65.922,91,6.696,9274,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah']",['Carlos Saldanha'],"['mammoth', 'sloth', 'ice age', 'barrier ice', 'ice melting', 'iceberg', 'flooding', 'deluge', 'lovers', 'sequel', 'saber-toothed tiger']",2006
May December,False,"['Drama', 'Comedy']",en,65.822,117,6.774,283,"['Natalie Portman', 'Julianne Moore', 'Chris Tenzis', 'Charles Melton']",['Todd Haynes'],"['infidelity', 'sexual abuse', 'dark comedy', 'statutory rape', 'pedophile', 'boundary violations', 'older woman younger man relationship', 'existentialism', 'dramedy', 'baker', 'method acting', 'savannah georgia', 'father son relationship', 'melodrama', 'actress', 'inspired by true events']",2023
Black Widow,False,"['Action', 'Adventure', 'Science Fiction']",en,65.81,134,7.274,9571,"['Scarlett Johansson', 'Florence Pugh', 'Rachel Weisz', 'David Harbour']",['Cate Shortland'],"['assassin', 'hero', 'spy', 'kgb', 'based on comic', 'female assassin', 'female spy', 'female hero', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'woman director']",2021
Mortal Kombat Legends: Cage Match,False,"['Animation', 'Action', 'Fantasy']",en,65.69,80,6.845,74,"['Joel McHale', 'Jennifer Grey', 'Dusan Brown', 'Grey DeLisle']",['Ethan Spaulding'],"['martial arts', 'fighting', 'based on video game', 'adult animation', 'extreme blood']",2023
Suzume,False,"['Animation', 'Drama', 'Adventure', 'Fantasy']",ja,65.659,123,7.979,950,"['Nanoka Hara', 'Hokuto Matsumura', 'Eri Fukatsu', 'Shota Sometani']",['Makoto Shinkai'],"['magic', 'door', 'natural disaster', 'calamity', 'travel', 'teenage girl', 'female protagonist', 'supernatural creature', 'enviromental', 'journey', 'anime']",2022
Sunod,False,['Horror'],tl,65.632,106,6.5,25,"['Carmina Villarroel', 'Mylene Dizon', 'Krystal Brimner', 'Rhed Bustamante']",['Carlo Ledesma'],[],2019
Alien,False,"['Horror', 'Science Fiction']",en,65.601,117,8.2,13598,"['Sigourney Weaver', 'Tom Skerritt', 'Ian Holm', 'Yaphet Kotto']",['Ridley Scott'],"['android', 'spacecraft', 'space marine', 'biology', 'dystopia', 'countdown', 'space suit', 'beheading', 'space travel', 'cowardice', 'alien', 'space', 'female protagonist', 'parasite', 'space opera', 'cosmos', 'xenomorph']",1979
Sicario,False,"['Action', 'Crime', 'Thriller']",en,65.57,122,7.392,8051,"['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber']",['Denis Villeneuve'],"['cia', 'mexico', 'bomb', 'fbi', 'smoking', 'texas', 'border', 'murder', 'dirty cop', 'football (soccer)', 'drugs', 'night vision', 'death of daughter', 'tunnel', 'el paso', 'moral dilemma', 'neo-noir', 'death of wife', 'mexican cartel', 'secret tunnel']",2015
The Hunger Games: Catching Fire,False,"['Adventure', 'Action', 'Science Fiction']",en,65.498,146,7.428,16646,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']",['Francis Lawrence'],"['rebellion', 'based on novel or book', 'propaganda', 'dystopia', 'games', 'uprising', 'sequel', 'president', 'survival', 'murder', 'conspiracy', 'female protagonist', 'tournament', 'based on young adult novel']",2013
Fifty Shades Darker,False,"['Drama', 'Romance']",en,65.494,118,6.491,7365,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford']",['James Foley'],"['based on novel or book', 'boat', 'eroticism', 'kiss', 'sequel', 'bdsm']",2017
Madagascar,False,"['Family', 'Animation', 'Adventure', 'Comedy']",en,65.48,86,6.9,10321,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith']",['Eric Darnell'],"['friendship', 'island', 'escape', 'africa', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'penguin', 'cartoon', 'zebra', 'slapstick comedy', 'madagascar', 'animal', 'lemur', 'escaped animal', 'talking animal']",2005
Se7en,False,"['Crime', 'Mystery', 'Thriller']",en,65.322,127,8.4,19929,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini']",['David Fincher'],"['drug dealer', 'rage and hate', 'police', 's.w.a.t.', 'sadism', 'self-fulfilling prophecy', 'psychopath', 'detective', 'rain', 'investigation', 'pension', 'evisceration', 'pride and vanity', 'immoderateness', 'insomnia', 'murder', 'serial killer', 'religion', 'seven deadly sins', 'depravity', 'neo-noir']",1995
Crabs!,False,"['Comedy', 'Horror']",en,65.265,80,4.25,24,"['Dylan Riley Snyder', 'Jessica Morris', 'Allie Jennings', 'Robert Craighead']",['Pierce Berolzheimer'],[],2021
Justice League: Warworld,False,"['Animation', 'Action', 'Science Fiction', 'Adventure']",en,65.255,90,7.201,204,"['Jensen Ackles', 'Darren Criss', 'Stana Katic', 'Ike Amadi']",['Jeff Wamester'],"['superhero', 'based on comic', 'dcamu (tomorrowverse)']",2023
Star Wars: The Force Awakens,False,"['Adventure', 'Action', 'Science Fiction']",en,65.177,136,7.287,18659,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver']",['J.J. Abrams'],"['android', 'spacecraft', 'space opera']",2015
Aragne: Sign of Vermillion,False,"['Animation', 'Horror', 'Mystery', 'Fantasy']",ja,65.168,75,3.0,4,"['Kana Hanazawa', 'Ayana Shiramoto', 'Fukujuro Katayama', 'Shogo Batori']",['Saku Sakamoto'],"['survival', 'murder', 'anime']",2018
Alive,False,"['Adventure', 'Drama', 'History']",en,65.076,127,6.9,1352,"['Josh Hamilton', 'Bruce Ramsay', 'Ethan Hawke', 'Vincent Spano']",['Frank Marshall'],"['airplane wreck', 'based on true story', 'rugby', 'survival', 'stranded', 'airplane crash', 'cannibal', 'freezing', 'disaster movie', 'andes mountains']",1993
Mission: Impossible - Fallout,False,"['Action', 'Adventure']",en,64.803,147,7.42,7739,"['Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Simon Pegg']",['Christopher McQuarrie'],"['race against time', 'london, england', 'helicopter', 'paris, france', 'plutonium', 'gun', 'spy', 'countdown', 'norway', 'sequel', 'motorcycle', 'bomb remote detonator', 'handgun', 'hand to hand combat', 'kashmir']",2018
Rambo,False,"['Action', 'Thriller', 'War']",en,64.667,92,6.665,3664,"['Sylvester Stallone', 'Julie Benz', 'Matthew Marsden', 'Graham McTavish']",['Sylvester Stallone'],"['snake', 'fight', 'missionary', 'boat', 'river', 'pastor', 'border', 'mercenary', 'thailand', 'burma', 'sequel']",2008
Dietro la notte,False,['Thriller'],it,64.586,0,5.8,18,"['Fortunato Cerlino', 'Roberta Giarrusso', 'Stefania Rocca', 'Elisa Visari']",['Daniele Falleri'],[],2021
Incredibles 2,False,"['Action', 'Adventure', 'Animation', 'Family']",en,64.449,118,7.475,12283,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner']",['Brad Bird'],"['married couple', 'superhero', 'cartoon', 'sequel', 'parenting', 'family', 'super power']",2018
The Prestige,False,"['Drama', 'Mystery', 'Science Fiction']",en,64.308,130,8.203,15109,"['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson']",['Christopher Nolan'],"['dying and death', 'suicide', 'class society', 'magic', 'competition', 'obsession', 'hostility', 'class', 'diary', 'twist', 'tricks', 'illusion', 'rivalry', 'partner', 'steampunk', 'cruelty', 'hanging', 'jail cell', '19th century', 'nikola tesla', 'magician', 'tesla coil', 'bittersweet', 'secret', 'london', 'mind-blowing', 'depressing']",2006
Extraction Point,False,"['Science Fiction', 'Action', 'Thriller']",en,64.242,73,5.432,37,"['Tara London', 'Farid Jamal Khan', 'Bryan C. King', 'Valentin Montero']",['Franklin Correa'],[],2021
The Hill,False,"['History', 'Drama']",en,64.155,121,7.0,21,"['Colin Ford', 'Dennis Quaid', 'Joelle Carter', 'Scott Glenn']",['Jeff Celentano'],[],2023
World War Z,False,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",en,64.131,116,6.811,14700,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale']",['Marc Forster'],"['philadelphia, pennsylvania', 'new jersey', 'based on novel or book', 'dystopia', 'jerusalem, israel', 'apocalypse', 'zombie', 'epidemic', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse', 'virus']",2013
All Quiet on the Western Front,False,"['Drama', 'War']",de,64.084,148,7.7,3405,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus']",['Edward Berger'],"['based on novel or book', 'world war i', 'tank', 'battle', 'period drama', 'german soldier', '1910s', 'aircraft', 'trench warfare']",2022
Porno,False,['Drama'],pt,64.063,83,4.6,60,"['David Cardoso', 'Patrícia Scalvi', 'Matilde Mastrangi', 'Zélia Diniz']",['David Cardoso'],"['lesbian relationship', 'erotic movie', 'porno']",1981
Raya and the Last Dragon,False,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",en,63.995,107,7.871,6438,"['Kelly Marie Tran', 'Awkwafina', 'Gemma Chan', 'Alan Tudyk']",['Don Hall'],"['kung fu', 'sword', 'warrior woman', 'female protagonist', 'dragon', 'vietnamese', 'south asian', 'warrior']",2021
Terrifier 2,False,"['Horror', 'Thriller']",en,63.813,138,6.785,1577,"['Lauren LaVera', 'David Howard Thornton', 'Elliott Fullam', 'Sarah Voigt']",['Damien Leone'],"['halloween', 'clown', 'gore', 'resurrection', 'sequel', 'slasher', 'killer', 'killer clown', 'duringcreditsstinger', 'evil clown', 'halloween night', 'graphic violence', 'megaslasher']",2022
Kingsman: The Secret Service,False,"['Crime', 'Comedy', 'Action', 'Adventure']",en,63.775,129,7.634,15960,"['Taron Egerton', 'Colin Firth', 'Samuel L. Jackson', 'Mark Strong']",['Matthew Vaughn'],"['great britain', 'spy', 'secret organization', 'secret agent', 'based on comic', 'united kingdom', 'duringcreditsstinger']",2014
"Not Love, Just Frenzy",False,"['Comedy', 'Drama', 'Romance', 'Thriller']",es,63.736,125,5.5,17,"['Nancho Novo', 'Cayetana Guillén Cuervo', 'Ingrid Rubio', 'Beatriz Santiago']",['Alfonso Albacete'],['clubbing'],1996
The Shining,False,"['Horror', 'Thriller']",en,63.67,144,8.216,16616,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers']",['Stanley Kubrick'],"['hotel', 'child abuse', 'based on novel or book', 'isolation', 'telepathy', 'delusion', 'snowstorm', 'colorado', 'seclusion', 'surrealism', 'alcoholism', 'premonition', 'psychic power', 'caretaker', 'loneliness', 'vision', 'domestic violence', 'postmodern', 'psychological thriller', 'writer', 'electronic music score', 'twins', 'labyrinth', 'alcoholic', 'blizzard', 'mutilation', 'bloody body of child', 'extrasensory perception', 'uxoricide', 'motherhood', 'filicide', 'snowed in', 'burial ground', 'hypothermia', 'haunted hotel', 'psychological disintegration', 'afi', 'pediatrician', 'repetition', 'mother son relationship', 'supernatural power', 'supernatural horror', 'ghost child', 'psychotronic film', 'writers-block', 'cabin fever', 'psychological horror', 'deal with the devil', 'nuclear family', 'avant garde', 'yosemite national park', 'twin sisters', 'identical twins']",1980
Escaping Paradise,False,"['Thriller', 'Action']",en,63.573,91,5.083,6,"['Deji LaRay', 'Simon Phillips', 'Shayla Hale', 'Christies Paglinawan']",['Paul Tanter'],[],2023
Elvis,False,"['Drama', 'Music']",en,63.271,159,7.57,2972,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson']",['Baz Luhrmann'],"[""rock 'n' roll"", 'biography', 'based on true story', 'singer', 'music business', '1950s', 'elvis presley', 'music movie']",2022
Condor's Nest,False,"['Action', 'War']",en,63.269,103,5.679,15,"['Michael Ironside', 'Arnold Vosloo', 'Jackson Rathbone', 'Jorge Garcia']",['Phil Blattenberger'],[],2023
Exploits of a Young Don Juan,False,"['Comedy', 'Drama']",fr,63.228,100,5.595,179,"['Fabrice Josso', 'Serena Grandi', 'Claudine Auger', 'Marina Vlady']",['Gianfranco Mingozzi'],"['virgin', 'based on novel or book', 'coming of age', 'spanking', 'masturbation', 'incest', 'softcore', 'war context']",1986
The Forever Purge,False,"['Horror', 'Action', 'Thriller']",en,63.216,103,6.998,2324,"['Ana de la Reguera', 'Josh Lucas', 'Willow Beuoy', 'Leven Rambin']",['Everardo Gout'],"['texas', 'sequel', 'prequel', 'murder', 'desert', 'purge', 'family surviving alone', 'guns and weapons']",2021
The Tomorrow War,False,"['Action', 'Science Fiction', 'Adventure']",en,63.21,138,7.562,3042,"['Chris Pratt', 'Yvonne Strahovski', 'J.K. Simmons', 'Betty Gilpin']",['Chris McKay'],"['world cup', 'time travel', 'global warming', 'glacier', 'alien', 'alien invasion', 'military', 'future war', 'father son reunion', 'hope for future', 'changing the past or future', 'message from the future', 'father son relationship', 'father daughter relationship', 'world war']",2021
Dolce... calda Lisa,False,['Drama'],it,63.104,84,4.571,7,"['Luigina Rocchi', 'Francesco Parisi', 'Mario Cutini', 'Maruska Ferretti']",['Adriano Tagliavia'],"['sexual abuse', 'rome, italy', 'group sex', 'cheat on husband', 'beautiful woman', 'female homosexuality', 'sleaze']",1980
Sobreviviendo mis XV,False,['Comedy'],es,62.939,101,7.514,74,"['Berenice Jonguitud', 'Verónica Bravo', 'Guillermo Villegas', 'Paco Luna']",['Chava Cartas'],[],2023
The Twilight Saga: Eclipse,False,"['Adventure', 'Fantasy', 'Drama', 'Romance']",en,62.9,124,6.211,8387,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Bryce Dallas Howard']",['David Slade'],"['based on novel or book', 'immortality', 'vampire', 'bite', 'graduation', 'teen movie', 'werewolf', 'based on young adult novel', 'supernatural power', 'vampire human love']",2010
Sniper: The White Raven,False,"['War', 'Action', 'Drama']",uk,62.847,120,7.6,601,"['Pavlo Aldoshyn', 'Maryna Koshkina', 'Andrii Mostrenko', 'Roman Semysal']",['Marian Bushan'],"['eastern europe', 'europe', 'donbass war', 'russian invasion of ukraine', '2010s', 'ukraine', 'war', 'war in ukraine', 'russo-ukrainian war']",2022
How to Save the Immortal,False,"['Animation', 'Comedy', 'Adventure', 'Fantasy', 'Romance', 'Family']",ru,62.827,76,7.4,10,"['Victor Dobronravov', 'Elizaveta Boyarskaya', 'Roman Artemyev', 'Irina Savina']",['Roman Artemyev'],[],2022
Uncharted,False,"['Action', 'Adventure']",en,62.773,116,6.972,5386,"['Tom Holland', 'Mark Wahlberg', 'Sophia Ali', 'Tati Gabrielle']",['Ruben Fleischer'],"['lighter', 'treasure hunt', 'treasure map', 'based on video game', 'lost treasure', 'duringcreditsstinger', 'missing relative']",2022
Pet Sematary: Bloodlines,False,['Horror'],en,62.769,87,5.983,270,"['Jackson White', 'Forrest Goodluck', 'Jack Mulhern', 'Henry Thomas']",['Lindsey Anderson Beer'],"['cemetery', 'gore', 'sequel', 'prequel', 'remake', 'pet cemetery', '1960s', 'forced to kill', 'pet monster', 'period piece', 'violence', 'horror', 'scary']",2023
The Hunger Games: Mockingjay - Part 2,False,"['Action', 'Adventure', 'Science Fiction']",en,62.591,137,6.895,11945,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']",['Francis Lawrence'],"['strong woman', 'based on novel or book', 'revolution', 'dystopia', 'death match', 'based on young adult novel']",2015
No Time to Die,False,"['Action', 'Adventure', 'Thriller']",en,62.568,163,7.4,5753,"['Daniel Craig', 'Léa Seydoux', 'Rami Malek', 'Lashana Lynch']",['Cary Joji Fukunaga'],"['based on novel or book', 'forgiveness', 'poison', 'spy', 'mi6', 'family', 'british secret service', 'parents', 'global threat', 'nanobots']",2021
Through My Window: Across the Sea,False,"['Romance', 'Drama', 'Comedy']",es,62.552,110,6.551,632,"['Clara Galle', 'Julio Peña', 'Guillermo Lasheras', 'Natalia Azahara']",['Marçal Forés'],"['based on novel or book', 'sequel', 'real life', 'young couple', 'love problems']",2023
